cohort_month,window_days,comparison,difference,ci_low,ci_high,n_status,n_reference
2025-08,30,Helpful - NMR,0.024966973952499943,-0.015389767104281402,0.06962266752699114,424,3285
2025-08,30,Not Helpful - NMR,-0.13127037320111573,-0.15658039905947718,-0.10030482742721866,466,3285
2025-09,30,Helpful - NMR,0.026205450733752633,-0.014443947345589507,0.07107494268677272,424,3816
2025-09,30,Not Helpful - NMR,-0.16208724858951185,-0.18446373973506902,-0.13310605593182082,421,3816
2025-10,30,Helpful - NMR,0.04582546233350579,0.004004118676929888,0.09133277692435296,434,3830
2025-10,30,Not Helpful - NMR,-0.18102474838767268,-0.2011142808433411,-0.15521123993795446,468,3830
2025-11,30,Helpful - NMR,0.04138293947711483,0.003991464615795803,0.08212133812115911,519,3797
2025-11,30,Not Helpful - NMR,-0.1369918786582318,-0.16145822385275782,-0.10533779310481248,392,3797
2025-12,30,Helpful - NMR,0.03963215598453765,0.002197698088443799,0.08031059338975534,526,3844
2025-12,30,Not Helpful - NMR,-0.13534319959918295,-0.16022050340623262,-0.10407914761659826,432,3844
2026-01,30,Helpful - NMR,0.03739290575706622,0.0008594793006863125,0.07714287575629683,543,4163
2026-01,30,Not Helpful - NMR,-0.14898407896245996,-0.17118342940181347,-0.12045596962757871,444,4163
2026-02,30,Helpful - NMR,0.023490587360377957,-0.012483192250453079,0.06280266497563738,544,4034
2026-02,30,Not Helpful - NMR,-0.1651309870003605,-0.18470696422079583,-0.14033022985778368,513,4034
2026-03,30,Helpful - NMR,0.028401605556156978,-0.008111145679805351,0.06832403586058201,529,4540
2026-03,30,Not Helpful - NMR,-0.15776096533231182,-0.1775770899841918,-0.13323001302942838,575,4540
2026-04,30,Helpful - NMR,0.052633975914588516,0.0085501003005179,0.10170039731978814,356,3454
2026-04,30,Not Helpful - NMR,-0.1421652357769474,-0.16407739716856046,-0.11405593705562783,439,3454
2026-05,30,Helpful - NMR,0.012029921391463472,-0.033387466656422046,0.06485055345008592,281,3236
2026-05,30,Not Helpful - NMR,-0.14663041446852879,-0.16890755612561917,-0.1170323915350683,377,3236
2026-06,30,Helpful - NMR,0.016226793948984963,-0.02687497792641603,0.06710829913515515,285,3093
2026-06,30,Not Helpful - NMR,-0.1341216799755524,-0.1541631450704722,-0.10659595635634389,365,3093
2026-07,30,Helpful - NMR,0.05749893025246042,0.011513093007365867,0.10971307084026717,304,2952
2026-07,30,Not Helpful - NMR,-0.1344010562867777,-0.15494531155911698,-0.107039388779491,391,2952
2026-08,30,Helpful - NMR,0.1242666738760172,0.03523909862290768,0.226840670378192,94,787
2026-08,30,Not Helpful - NMR,-0.12014140031929105,-0.16644161124583193,-0.03870305493810028,78,787
